Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,LegacyMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
"DENA-TLS-19",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73471,-148.92159,,,"","NAD83",,4,9/2/2022 4:57:35 PM,,,560,"meters",180,330,14,13,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).       ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ","DENA","1C2B Open Quaking Aspen-Spruce Forest","N/A","N/A","No","None","",""
"DENA-TLS-19",8/4/2022 5:05:10 PM,"M. Behrens, T. Schaub, +3","Plot located ~100' from JV A-frame housing, well within sight. Majority of plot area (3m -16m) is within previously thinned area. Gentle slope off to the NW. Aspens show porcupine dammage, with recent and old scars visible on nearly all trees. Social and game trails cross plot area down towards the creek. ",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-20",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73054,-148.90956,,,"","NAD83",,10,6/28/2022 12:00:00 PM,,,547,"meters",180,70,3,0,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","2022 comment: Several dead standing POTR within plot area.  Small drainages are present rolling down to the northeast.  Several dead and down heavies are present, greater 3"" diameter.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)","DENA","1C2B Open Quaking Aspen-Spruce Forest","N/A","N/A","None","","",""
"DENA-TLS-20",6/28/2022 1:36:05 PM,"Tessa Schaub, Matthew Behrens","2022 comment: Several dead standing POTR within plot area.  Small drainages are present rolling down to the northeast.  Several dead and down heavies are present, greater 3"" diameter.  ",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-21",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73471,148.9243,,,"","NAD83",,12,8/3/2022 1:30:41 PM,,,,"meters",180,100,25,13,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","SE aspect above a running creek. Decedent stand and mixed PIGL and PIMA seedlings. Dead/down 100 and 1000hr material. Old trail runs through centerpoint down slope.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)","DENA","1A1L Closed Black Spruce-White Spruce Forest","N/A","N/A","None","","",""
"DENA-TLS-21",8/3/2022 1:40:03 PM,"Tessa Schaub, Matthew Behrens","2022 Comment: SE Aspect above a running creek. Decedent stand and mixed PIGL and PIMA. Strong Alder component, with individuals >3m tall. Abundant PIMA seedlings, and dead/down 100 and 1000hr material. Old trail runs through centerpoint down slope.",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-22",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73439,148.90018,,,"","NAD83",,8.5,6/24/2022 3:34:56 PM,,,530,"meters",180,,0,0,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ","DENA","1A2G Open Black Spruce-White Spruce Forest","N/A","N/A","None","None","",""
"DENA-TLS-22",6/24/2022 3:39:43 PM,"Jennifer Barnes, Matthew Behrens, Tessa Schaub","2022 Comment: Plot is in a mexed spruce stand. Tree identification was difficult - most live brances high up and general poor condition of trees. To the East towards merch along bluff is a very large can dump. Older trail/road bed to the west of the plot.",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-23",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.73488,148.89993,,,"","NAD83",,9.5,6/24/2022 4:41:46 PM,,,520,"meters",180,45,2,0,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ","DENA","1A2G Open Black Spruce-White Spruce Forest","N/A","N/A","None","None","",""
"DENA-TLS-23",6/24/2022 4:45:20 PM,"Jennifer Barnes, Tessa Schaub, Matthew Behrens","Open to wooldand mixed spruce with shrub birch. Older cut stumps in plot area. Evidence of fire.",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-24",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.736,148.90143,,,"","NAD83",,3,6/23/2022 6:44:57 PM,,,529,"meters",180,350,1,1,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ","DENA","1A3G Open black spruce - white spruce forest","N/A","N/A","None","None","",""
"DENA-TLS-24",6/23/2022 6:49:20 PM,"Jenifer Barnes, Tessa Schaub, Matthew Behrens","Hummocks present with occasional standing water. Mixed black and white spruce. Fire evidence present. Burned snags with obvious black. Unknown age.",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-TLS-25",,"","",,"","","Hazard Fuels (HZF)","Garmin GPSmap76CSx","Control",63.72628,148.93678,,,"","NAD83",,,8/30/2022 12:38:53 PM,,,636,"meters",180,80,10,1,"Coordinates listed above are for plot center at 8-m mark along 16-m transect   Plot Markers: small stick with small flagging","Declination: 16degE","Plot Layout:    *Plot is based on 16m diameter circular area (8-m center point marked with GPS)    Vegetation Cover:    *FFI Cover-Species Composition (Metric) (General Vegetation Information) recorded for 8-m radius (16 m diameter) circular area with center point at 8 meters on transect line.  *FFI Cover-Points (Metric) (Vegetation Point Intercept) data recorded along 16m line transect at 0.5 m intervals.      Tree Density:    *FFI Density-Belts (Metric) (Tree Density Tally) data recorded for trees within a: 1) 4-m radius plot where tree density greater than 15 trees within 4-m radius area (plot center @ 8-m on line transect); or 2) 8-m radius plot where tree density less than than 15 trees in 4-m radius area.      Seedling Density:  *FFI Density-Quadrats (Metric) (Tree Density Tally) seedling tally recorded within 1-m radius circle (2-m radius circular plot area) located at plot center (8-m on line transect).         Tree Measurements:  *FFI Trees- Individuals (Metric) (Tree Measurements) tree measurements recorded for two trees of each species present and each size class per species present.  Trees selected were closest to plot center point (8-m on line transect).       Surface Fuels:  *FFI Surface Fuels (Down Woody Debris & Duff Depths) data recorded along 16m line transect. 1 & 10 hour fuels intercepted within first 6 feet of transect, 100 hour fuels within first 12 feet of transect, 1000hr fuels along entire transect (52.9 feet).      Alaska Duff/Litter Depths:   *FFI Surface Fuels – Alaska Duff/Litter (Metric) (Down Woody Debris & Duff Depths) data collected at near 0-m transect end (outside of plot) and near 16-m transect end (outside of plot).     Disturbance History:  *FFI Disturbance History (Site Description) record known or estimated disturbance history events and event timing.  ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)","DENA","1C1A Closed Spruce-Paper Birch Forest","N/A","N/A","None","None","",""
"DENA-TLS-25",8/30/2022 12:44:15 PM,"Matthew Behrens, Kenya Gates","Burned stumps noted as we approached plot. Dead and down BEPA and PIGL present. Moderate shrub cover with small mossy hummocks present.",1,"PreTreatmentYear1","","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
